Time,station,name,hoehe,t,tp,rf,wr,wg,wsr,wsg,regen,ldred,ldstat,sonne
2021-06-04 03:00:00,11240,Graz/Flughafen,340,12.9,12,94,0,1.8,null,3.6,0,1024.1,981,0
2021-06-04 04:00:00,11240,Graz/Flughafen,340,12.5,11.2,92,0,1.8,null,3.6,0,1024.2,981.1,0
2021-06-04 05:00:00,11240,Graz/Flughafen,340,12.3,11.3,93,90,3.6,null,5.4,0,1024.2,981,0
2021-06-04 06:00:00,11240,Graz/Flughafen,340,13,11.7,92,270,3.6,null,5.4,0,1024.1,981.1,9
2021-06-04 07:00:00,11240,Graz/Flughafen,340,15.4,12.2,82,0,1.8,null,3.6,0,1023.9,981.2,99
2021-06-04 08:00:00,11240,Graz/Flughafen,340,17.3,12.1,72,0,1.8,null,5.4,0,1023.6,981.2,99
2021-06-04 09:00:00,11240,Graz/Flughafen,340,18.9,11.9,64,0,1.8,null,7.6,0,1023.5,981.3,99
2021-06-04 10:00:00,11240,Graz/Flughafen,340,20.5,12.1,59,120,3.6,null,7.6,0,1023.1,981.2,99
2021-06-04 11:00:00,11240,Graz/Flughafen,340,22.2,12.3,54,160,5.4,null,13,0,1022.7,981,99
2021-06-04 12:00:00,11240,Graz/Flughafen,340,22.9,12.8,53,160,9.4,null,18.4,0,1022.4,980.8,99
2021-06-04 13:00:00,11240,Graz/Flughafen,340,24,13.9,53,150,11.2,null,24.1,0,1021.7,980.3,99
2021-06-04 14:00:00,11240,Graz/Flughafen,340,24.7,11.9,45,100,7.6,null,20.5,0,1021.3,980,99
2021-06-04 15:00:00,11240,Graz/Flughafen,340,25.4,13.4,48,140,14.8,null,25.9,0,1020.5,979.4,99
2021-06-04 16:00:00,11240,Graz/Flughafen,340,25.7,12.2,43,140,13,null,27.7,0,1020.1,979,99
2021-06-04 17:00:00,11240,Graz/Flughafen,340,26,14,48,170,11.2,null,25.9,0,1019.6,978.6,99
2021-06-04 18:00:00,11240,Graz/Flughafen,340,25.1,14.3,51,160,16.6,null,25.9,0,1019.5,978.4,63
2021-06-04 19:00:00,11240,Graz/Flughafen,340,24.3,12.6,48,130,18.4,null,25.9,0,1020,978.7,97
2021-06-04 20:00:00,11240,Graz/Flughafen,340,23,12.4,51,130,13,null,27.7,0,1020.4,978.9,3
2021-06-04 21:00:00,11240,Graz/Flughafen,340,21.7,11.9,54,120,11.2,null,18.4,0,1020.7,979,0
2021-06-04 22:00:00,11240,Graz/Flughafen,340,20.5,12.5,60,20,5.4,null,16.6,0,1021.2,979.4,0
2021-06-04 23:00:00,11240,Graz/Flughafen,340,20,11.9,60,40,3.6,null,9.4,0,1021.6,979.7,0
2021-06-05 00:00:00,11240,Graz/Flughafen,340,18.6,12.8,69,30,3.6,null,9.4,0,1021.8,979.7,0
2021-06-05 01:00:00,11240,Graz/Flughafen,340,17.4,13,75,10,5.4,null,9.4,0,1021.5,979.2,0
2021-06-05 02:00:00,11240,Graz/Flughafen,340,17,12.5,75,60,3.6,null,9.4,0,1021.2,978.9,0
2021-06-05 03:00:00,11240,Graz/Flughafen,340,15.6,12.6,82,0,1.8,null,3.6,0,1020.9,978.4,0
2021-06-05 04:00:00,11240,Graz/Flughafen,340,14.4,11.6,83,0,1.8,null,5.4,0,1020.7,978,0
2021-06-05 05:00:00,11240,Graz/Flughafen,340,14.8,12.9,88,0,1.8,null,3.6,0,1020.3,977.7,0
2021-06-05 06:00:00,11240,Graz/Flughafen,340,15.2,13.1,87,90,3.6,null,5.4,0,1020.1,977.6,0
2021-06-05 07:00:00,11240,Graz/Flughafen,340,16,13,82,0,1.8,null,5.4,0,1019.8,977.4,0
2021-06-05 08:00:00,11240,Graz/Flughafen,340,18.4,13.6,74,0,1.8,null,7.6,0,1019.7,977.6,17
2021-06-05 09:00:00,11240,Graz/Flughafen,340,18.9,13.6,71,0,1.8,null,5.4,0,1019.5,977.5,1
2021-06-05 10:00:00,11240,Graz/Flughafen,340,21.3,13.7,62,0,1.8,null,9.4,0,1018.6,977,93
2021-06-05 11:00:00,11240,Graz/Flughafen,340,23,14.3,58,90,3.6,null,9.4,0,1017.8,976.5,87
2021-06-05 12:00:00,11240,Graz/Flughafen,340,24.5,14,52,100,5.4,null,16.6,0,1017.3,976.2,99
2021-06-05 13:00:00,11240,Graz/Flughafen,340,25.2,13.7,49,170,7.6,null,14.8,0,1016.9,975.9,99
2021-06-05 14:00:00,11240,Graz/Flughafen,340,26,13.7,47,170,7.6,null,16.6,0,1016.2,975.3,99
2021-06-05 15:00:00,11240,Graz/Flughafen,340,26.4,13.2,44,110,7.6,null,20.5,0,1015.7,974.9,99
2021-06-05 16:00:00,11240,Graz/Flughafen,340,25.9,13.8,48,180,11.2,null,22.3,0,1015.5,974.6,40
2021-06-05 17:00:00,11240,Graz/Flughafen,340,25.5,13.8,48,210,14.8,null,25.9,0,1015.3,974.4,0
2021-06-05 18:00:00,11240,Graz/Flughafen,340,24.5,14.5,54,30,11.2,null,31.3,0,1015.5,974.5,26
2021-06-05 19:00:00,11240,Graz/Flughafen,340,20.7,15.7,73,20,14.8,null,24.1,0,1016.1,974.5,44
2021-06-05 20:00:00,11240,Graz/Flughafen,340,20,14.4,70,360,7.6,null,18.4,0,1016.4,974.7,0
2021-06-05 21:00:00,11240,Graz/Flughafen,340,19.6,14,70,270,3.6,null,11.2,0,1016.7,974.9,0
2021-06-05 22:00:00,11240,Graz/Flughafen,340,19.6,14.3,72,310,3.6,null,11.2,0,1017.3,975.5,0
2021-06-05 23:00:00,11240,Graz/Flughafen,340,20.1,14.2,69,310,7.6,null,24.1,0,1016.9,975.2,0
2021-06-06 00:00:00,11240,Graz/Flughafen,340,19.8,13.4,66,300,13,null,20.5,0,1017,975.2,0
2021-06-06 01:00:00,11240,Graz/Flughafen,340,20.1,12.8,63,320,9.4,null,20.5,0,1016.6,974.9,0
2021-06-06 02:00:00,11240,Graz/Flughafen,340,18.9,13,69,320,5.4,null,16.6,0,1016.7,974.8,0
2021-06-06 03:00:00,11240,Graz/Flughafen,340,17.2,14.3,84,0,1.8,null,9.4,0,1016.8,974.7,0
2021-06-06 04:00:00,11240,Graz/Flughafen,340,16.3,13.9,86,150,3.6,null,3.6,0,1016.9,974.7,0
2021-06-06 05:00:00,11240,Graz/Flughafen,340,16.1,14.1,88,130,3.6,null,7.6,0,1017.1,974.8,0
2021-06-06 06:00:00,11240,Graz/Flughafen,340,16.5,14.4,88,150,3.6,null,7.6,0,1017.1,974.9,0
2021-06-06 07:00:00,11240,Graz/Flughafen,340,16.8,14.1,84,100,7.6,null,11.2,0,1017.5,975.3,0
2021-06-06 08:00:00,11240,Graz/Flughafen,340,17,13.9,82,0,1.8,null,11.2,0,1017.8,975.6,0
2021-06-06 09:00:00,11240,Graz/Flughafen,340,17.7,14,79,210,7.6,null,11.2,0,1018,975.9,0
2021-06-06 10:00:00,11240,Graz/Flughafen,340,17.4,13.7,79,290,5.4,null,18.4,0,1018.2,976.1,0
2021-06-06 11:00:00,11240,Graz/Flughafen,340,15.9,14.9,94,220,9.4,null,14.8,1.7,1019.1,976.7,0
2021-06-06 12:00:00,11240,Graz/Flughafen,340,16.1,15,93,220,7.6,null,14.8,3.8,1019.3,977,0
2021-06-06 13:00:00,11240,Graz/Flughafen,340,16.5,15.2,92,260,3.6,null,14.8,5.3,1019.3,977,0
2021-06-06 14:00:00,11240,Graz/Flughafen,340,16.8,15.6,93,240,3.6,null,9.4,0.4,1018.9,976.7,0
2021-06-06 15:00:00,11240,Graz/Flughafen,340,17.2,15.4,90,240,5.4,null,9.4,1.7,1018.6,976.4,0
2021-06-06 16:00:00,11240,Graz/Flughafen,340,17.3,15.8,91,220,7.6,null,13,0.3,1018.4,976.3,0
2021-06-06 17:00:00,11240,Graz/Flughafen,340,17.9,15.7,87,250,7.6,null,11.2,0.1,1018,976,0
2021-06-06 18:00:00,11240,Graz/Flughafen,340,18.1,15,82,250,5.4,null,13,0,1017.7,975.7,0
2021-06-06 19:00:00,11240,Graz/Flughafen,340,18.5,15.6,84,0,1.8,null,9.4,0,1017.4,975.5,0
2021-06-06 20:00:00,11240,Graz/Flughafen,340,18,16.2,89,0,1.8,null,3.6,0,1017.7,975.7,0
2021-06-06 21:00:00,11240,Graz/Flughafen,340,17.5,16.3,93,0,1.8,null,3.6,0,1018.2,976.1,0
2021-06-06 22:00:00,11240,Graz/Flughafen,340,17.2,16.3,95,0,1.8,null,5.4,0,1018.6,976.5,0
2021-06-06 23:00:00,11240,Graz/Flughafen,340,17.3,16.1,92,270,5.4,null,7.6,0,1018.7,976.6,0
2021-06-07 00:00:00,11240,Graz/Flughafen,340,17.1,15.7,92,320,3.6,null,11.2,0,1018.7,976.5,0
2021-06-07 01:00:00,11240,Graz/Flughafen,340,16.7,15.9,95,0,1.8,null,7.6,0,1018.5,976.3,0
2021-06-07 02:00:00,11240,Graz/Flughafen,340,16.5,15.6,94,240,5.4,null,7.6,0,1018.5,976.3,0
2021-06-07 03:00:00,11240,Graz/Flughafen,340,16.3,15.1,92,300,5.4,null,9.4,0,1018.7,976.4,0
2021-06-07 04:00:00,11240,Graz/Flughafen,340,15.1,14.6,97,0,0,null,7.6,0,1018.7,976.2,0
2021-06-07 05:00:00,11240,Graz/Flughafen,340,14,13.5,97,0,0,null,3.6,0,1018.9,976.2,0
2021-06-07 06:00:00,11240,Graz/Flughafen,340,14.7,14,95,0,0,null,1.8,0,1019.1,976.5,17
2021-06-07 07:00:00,11240,Graz/Flughafen,340,16.4,14.7,89,160,3.6,null,5.4,0,1018.9,976.6,84
2021-06-07 08:00:00,11240,Graz/Flughafen,340,17,14.6,86,0,1.8,null,5.4,0,1019,976.8,4
2021-06-07 09:00:00,11240,Graz/Flughafen,340,19,14.8,77,270,3.6,null,7.6,0,1018.9,977,68
2021-06-07 10:00:00,11240,Graz/Flughafen,340,21.5,15,67,110,3.6,null,11.2,0,1018.6,977,79
2021-06-07 11:00:00,11240,Graz/Flughafen,340,22.1,13.5,58,160,7.6,null,16.6,0,1018.5,977,100
2021-06-07 12:00:00,11240,Graz/Flughafen,340,23,13.6,56,140,9.4,null,18.4,0,1018.2,976.8,100
2021-06-07 13:00:00,11240,Graz/Flughafen,340,23.3,13.9,56,150,9.4,null,20.5,0,1017.7,976.4,99
2021-06-07 14:00:00,11240,Graz/Flughafen,340,24.3,12.4,47,160,9.4,null,20.5,0,1017.1,975.9,94
2021-06-07 15:00:00,11240,Graz/Flughafen,340,24.7,12.3,46,130,7.6,null,22.3,null,1016.7,975.6,98
2021-06-07 16:00:00,11240,Graz/Flughafen,340,22.6,11.8,50,20,24.1,null,37.1,0,1017.2,975.8,73
2021-06-07 17:00:00,11240,Graz/Flughafen,340,22.9,12.2,51,360,16.6,null,31.3,0,1016.8,975.5,89
2021-06-07 18:00:00,11240,Graz/Flughafen,340,21.8,12.9,57,10,14.8,null,25.9,0,1016.7,975.2,99
2021-06-07 19:00:00,11240,Graz/Flughafen,340,20.8,13.5,63,340,13,null,20.5,0,1016.7,975.1,74
2021-06-07 20:00:00,11240,Graz/Flughafen,340,19.4,13.5,69,340,7.6,null,14.8,0,1017,975.2,35
2021-06-07 21:00:00,11240,Graz/Flughafen,340,17.7,13,74,340,7.6,null,11.2,0,1017.7,975.6,4
2021-06-07 22:00:00,11240,Graz/Flughafen,340,18.6,12.9,70,290,5.4,null,11.2,0,1018.1,976.1,0
2021-06-07 23:00:00,11240,Graz/Flughafen,340,18.3,13,71,280,5.4,null,9.4,0,1018.5,976.5,0
2021-06-08 00:00:00,11240,Graz/Flughafen,340,17.3,13.2,78,0,1.8,null,7.6,0,1018.7,976.5,0
2021-06-08 01:00:00,11240,Graz/Flughafen,340,17.2,13.9,81,0,1.8,null,5.4,0,1018.5,976.3,0
2021-06-08 02:00:00,11240,Graz/Flughafen,340,16.9,14.5,86,0,1.8,null,5.4,0,1018.4,976.2,0
2021-06-08 03:00:00,11240,Graz/Flughafen,340,16.6,14.9,90,0,1.8,null,3.6,0,1018.3,976.1,0
2021-06-08 04:00:00,11240,Graz/Flughafen,340,16.3,14.7,90,0,1.8,null,3.6,0,1018.2,975.9,0
2021-06-08 05:00:00,11240,Graz/Flughafen,340,15.5,14.5,94,180,3.6,null,5.4,0,1018.6,976.2,0
2021-06-08 06:00:00,11240,Graz/Flughafen,340,16.2,14.4,89,0,1.8,null,5.4,0,1018.7,976.4,17
2021-06-08 07:00:00,11240,Graz/Flughafen,340,18,14.8,82,0,1.8,null,3.6,0,1018.5,976.5,43
2021-06-08 08:00:00,11240,Graz/Flughafen,340,20.1,13.1,64,330,3.6,null,7.6,0,1018.6,976.8,99
2021-06-08 09:00:00,11240,Graz/Flughafen,340,21.9,12.1,54,250,3.6,null,7.6,0,1018.2,976.7,99
2021-06-08 10:00:00,11240,Graz/Flughafen,340,23.9,11.1,45,40,7.6,null,11.2,0,1017.9,976.6,99
2021-06-08 11:00:00,11240,Graz/Flughafen,340,25,6.9,31,50,7.6,null,22.3,0,1017.8,976.6,99
2021-06-08 12:00:00,11240,Graz/Flughafen,340,25.4,7.2,32,120,11.2,null,27.7,null,1017.4,976.3,92
2021-06-08 13:00:00,11240,Graz/Flughafen,340,25.2,6.4,30,70,9.4,null,27.7,0,1017.2,976.1,79
2021-06-08 14:00:00,11240,Graz/Flughafen,340,26.6,7.1,29,60,13,null,22.3,null,1016.7,975.8,60
2021-06-08 15:00:00,11240,Graz/Flughafen,340,26.5,8.8,33,40,11.2,null,24.1,null,1016.4,975.5,71
2021-06-08 16:00:00,11240,Graz/Flughafen,340,26.3,8.6,33,70,11.2,null,27.7,0,1016.2,975.3,92
2021-06-08 17:00:00,11240,Graz/Flughafen,340,26,7.8,32,50,7.6,null,25.9,null,1015.6,974.7,77
2021-06-08 18:00:00,11240,Graz/Flughafen,340,25.8,9.1,35,70,11.2,null,25.9,null,1015.4,974.5,96
2021-06-08 19:00:00,11240,Graz/Flughafen,340,25.3,9.7,37,100,7.6,null,18.4,0,1015.4,974.4,99
2021-06-08 20:00:00,11240,Graz/Flughafen,340,24.2,10,40,100,5.4,null,13,null,1015.7,974.6,81
2021-06-08 21:00:00,11240,Graz/Flughafen,340,21.3,10.5,50,0,1.8,null,11.2,0,1016.6,975,0
2021-06-08 22:00:00,11240,Graz/Flughafen,340,19,11,60,340,3.6,null,7.6,0,1017.6,975.7,0
2021-06-08 23:00:00,11240,Graz/Flughafen,340,18.3,11.6,65,360,7.6,null,13,0,1018.1,976.1,0
2021-06-09 00:00:00,11240,Graz/Flughafen,340,17.2,12.1,72,320,3.6,null,13,0,1018.4,976.2,0
2021-06-09 01:00:00,11240,Graz/Flughafen,340,17.2,12.2,73,290,5.4,null,7.6,0,1018.5,976.3,0
2021-06-09 02:00:00,11240,Graz/Flughafen,340,15.3,12.5,83,110,3.6,null,9.4,0,1018.6,976.1,0
2021-06-09 03:00:00,11240,Graz/Flughafen,340,15.1,12.6,85,140,5.4,null,7.6,0,1018.4,975.9,0
2021-06-09 04:00:00,11240,Graz/Flughafen,340,16.2,13.2,82,230,9.4,null,14.8,0,1018.3,976,0
2021-06-09 05:00:00,11240,Graz/Flughafen,340,15.4,13.5,89,230,3.6,null,14.8,0,1018.6,976.2,0
2021-06-09 06:00:00,11240,Graz/Flughafen,340,15.7,13.1,84,220,5.4,null,11.2,0,1018.7,976.3,0
2021-06-09 07:00:00,11240,Graz/Flughafen,340,16.5,13.8,84,190,3.6,null,11.2,0,1018.7,976.4,0
2021-06-09 08:00:00,11240,Graz/Flughafen,340,17.6,14.2,80,0,1.8,null,5.4,0,1018.5,976.4,0
2021-06-09 09:00:00,11240,Graz/Flughafen,340,20.7,14.7,68,0,1.8,null,7.6,0,1017.9,976.3,54
2021-06-09 10:00:00,11240,Graz/Flughafen,340,23.5,13.3,53,250,5.4,null,11.2,0,1017.5,976.2,93
2021-06-09 11:00:00,11240,Graz/Flughafen,340,24.8,11.8,44,140,7.6,null,14.8,0,1017,975.9,100
2021-06-09 12:00:00,11240,Graz/Flughafen,340,21,14.8,68,100,14.8,null,27.7,1,1017.9,976.3,26
2021-06-09 13:00:00,11240,Graz/Flughafen,340,22,13.7,59,210,13,null,22.3,0,1017.8,976.3,6
2021-06-09 14:00:00,11240,Graz/Flughafen,340,22.7,14.1,58,230,14.8,null,24.1,0,1017.3,975.9,22
2021-06-09 15:00:00,11240,Graz/Flughafen,340,24.3,11.8,46,250,13,null,24.1,0,1016.8,975.6,74
2021-06-09 16:00:00,11240,Graz/Flughafen,340,22.5,13.1,56,290,11.2,null,24.1,0,1016.8,975.4,64
2021-06-09 17:00:00,11240,Graz/Flughafen,340,22.5,12.3,52,300,7.6,null,18.4,0,1016.3,974.9,0
2021-06-09 18:00:00,11240,Graz/Flughafen,340,24.4,11.1,43,340,3.6,null,14.8,0,1015.6,974.5,46
2021-06-09 19:00:00,11240,Graz/Flughafen,340,24.7,11.8,45,250,3.6,null,7.6,null,1015.4,974.4,83
2021-06-09 20:00:00,11240,Graz/Flughafen,340,23.4,12.7,51,210,7.6,null,9.4,0,1015.8,974.6,13
2021-06-09 21:00:00,11240,Graz/Flughafen,340,21.6,14.1,62,300,3.6,null,9.4,0,1016.8,975.3,0
2021-06-09 22:00:00,11240,Graz/Flughafen,340,19.6,12.4,63,340,20.5,null,37.1,0.4,1017.9,976.1,0
2021-06-09 23:00:00,11240,Graz/Flughafen,340,16.4,14.1,86,250,13,null,27.7,3.3,1019.3,977,0
2021-06-10 00:00:00,11240,Graz/Flughafen,340,16.2,14.4,89,310,7.6,null,22.3,0,1019.7,977.3,0
2021-06-10 01:00:00,11240,Graz/Flughafen,340,15.9,14.2,89,210,3.6,null,13,0,1019.6,977.2,0
2021-06-10 02:00:00,11240,Graz/Flughafen,340,15.6,14.1,91,190,3.6,null,7.6,0,1019.2,976.8,0
2021-06-10 03:00:00,11240,Graz/Flughafen,340,15.3,14.4,94,0,1.8,null,5.4,0,1019.1,976.6,0
2021-06-10 04:00:00,11240,Graz/Flughafen,340,15.1,14.4,95,160,3.6,null,5.4,0,1018.8,976.3,0
2021-06-10 05:00:00,11240,Graz/Flughafen,340,15.3,14.5,95,0,1.8,null,5.4,0,1018.8,976.4,0
2021-06-10 06:00:00,11240,Graz/Flughafen,340,15.3,14.5,95,110,3.6,null,9.4,0,1019.1,976.6,0
2021-06-10 07:00:00,11240,Graz/Flughafen,340,16.3,15.2,93,290,3.6,null,9.4,0,1019.2,976.9,0
2021-06-10 08:00:00,11240,Graz/Flughafen,340,16.5,15.1,91,210,5.4,null,9.4,0.1,1019.3,977,0
2021-06-10 09:00:00,11240,Graz/Flughafen,340,18.3,14.1,77,180,5.4,null,9.4,0,1019.2,977.2,28
2021-06-10 10:00:00,11240,Graz/Flughafen,340,21.1,14.4,66,310,7.6,null,13,0,1018.7,977.1,89
2021-06-10 11:00:00,11240,Graz/Flughafen,340,23.1,11.1,47,10,11.2,null,20.5,0,1018.3,976.9,83
2021-06-10 12:00:00,11240,Graz/Flughafen,340,22.8,12.6,53,90,9.4,null,20.5,0,1018.3,976.9,49
2021-06-10 13:00:00,11240,Graz/Flughafen,340,22.2,11.7,52,0,1.8,null,18.4,0,1018.2,976.7,17
2021-06-10 14:00:00,11240,Graz/Flughafen,340,23.2,13.4,54,210,9.4,null,16.6,0,1017.2,975.9,29
2021-06-10 15:00:00,11240,Graz/Flughafen,340,20.6,15,70,310,11.2,null,18.4,0,1017.7,976.1,14
2021-06-10 16:00:00,11240,Graz/Flughafen,340,22.2,14.6,62,280,11.2,null,22.3,0,1017,975.6,28
2021-06-10 17:00:00,11240,Graz/Flughafen,340,23.7,13.4,53,260,9.4,null,18.4,0,1016.4,975.2,90
2021-06-10 18:00:00,11240,Graz/Flughafen,340,22.6,12.8,54,330,13,null,20.5,null,1016.8,975.4,66
2021-06-10 19:00:00,11240,Graz/Flughafen,340,21.1,12.9,59,310,9.4,null,31.3,0,1016.5,974.9,0
2021-06-10 20:00:00,11240,Graz/Flughafen,340,21.4,13.9,62,290,5.4,null,14.8,0,1016.3,974.8,85
2021-06-10 21:00:00,11240,Graz/Flughafen,340,19.7,11.3,58,320,9.4,null,14.8,0,1016.8,975,24
2021-06-10 22:00:00,11240,Graz/Flughafen,340,19.3,11.4,60,290,7.6,null,18.4,0,1017.5,975.6,0
2021-06-10 23:00:00,11240,Graz/Flughafen,340,18.7,12.3,67,320,5.4,null,14.8,0,1017.7,975.7,0
2021-06-11 00:00:00,11240,Graz/Flughafen,340,18.2,13.9,76,280,5.4,null,16.6,0,1018.1,976.1,0
2021-06-11 01:00:00,11240,Graz/Flughafen,340,17.3,12.9,75,350,14.8,null,24.1,0.2,1018.3,976.1,0
2021-06-11 02:00:00,11240,Graz/Flughafen,340,16.9,12.2,74,290,7.6,null,24.1,0,1018.4,976.2,0
2021-06-11 03:00:00,11240,Graz/Flughafen,340,16.1,12.2,77,280,7.6,null,14.8,0,1018.4,976,0
2021-06-11 04:00:00,11240,Graz/Flughafen,340,15.5,12.5,83,60,5.4,null,13,0,1018.1,975.7,0
2021-06-11 05:00:00,11240,Graz/Flughafen,340,15,12.6,86,180,5.4,null,9.4,0,1017.9,975.4,0
2021-06-11 06:00:00,11240,Graz/Flughafen,340,15.3,12.5,84,250,5.4,null,13,0,1017.9,975.5,0
2021-06-11 07:00:00,11240,Graz/Flughafen,340,16.5,12.2,75,280,7.6,null,13,0,1018,975.7,9
2021-06-11 08:00:00,11240,Graz/Flughafen,340,19.2,12.7,66,310,5.4,null,14.8,0,1017.8,975.9,26
2021-06-11 09:00:00,11240,Graz/Flughafen,340,20.9,11.6,55,290,7.6,null,14.8,0,1017.7,976,99
2021-06-11 10:00:00,11240,Graz/Flughafen,340,21.7,12,54,160,3.6,null,14.8,0,1017.4,975.9,67
2021-06-11 11:00:00,11240,Graz/Flughafen,340,22.5,11.9,51,40,3.6,null,16.6,0,1017.3,975.9,32
2021-06-11 12:00:00,11240,Graz/Flughafen,340,23.8,11.4,46,330,5.4,null,14.8,null,1016.5,975.3,98
2021-06-11 13:00:00,11240,Graz/Flughafen,340,23.9,11.6,47,250,13,null,22.3,null,1016.1,974.9,92
2021-06-11 14:00:00,11240,Graz/Flughafen,340,21.1,15,68,150,14.8,null,22.3,0.2,1015.9,974.4,40
2021-06-11 15:00:00,11240,Graz/Flughafen,340,21.7,14.4,63,130,14.8,null,25.9,0,1015.8,974.4,44
2021-06-11 16:00:00,11240,Graz/Flughafen,340,22.5,12.7,54,90,7.6,null,20.5,0,1015.6,974.3,34
2021-06-11 17:00:00,11240,Graz/Flughafen,340,21.5,11.6,53,340,25.9,null,31.3,null,1016.6,975.1,3
2021-06-11 18:00:00,11240,Graz/Flughafen,340,18.5,13.7,74,290,9.4,null,31.3,0,1016.9,975,12
2021-06-11 19:00:00,11240,Graz/Flughafen,340,19.5,14.1,71,270,9.4,null,18.4,0,1017,975.2,43
2021-06-11 20:00:00,11240,Graz/Flughafen,340,18.7,13.9,73,290,3.6,null,13,0,1017,975.1,25
2021-06-11 21:00:00,11240,Graz/Flughafen,340,17.5,13.7,78,250,5.4,null,7.6,0,1017.3,975.2,0
2021-06-11 22:00:00,11240,Graz/Flughafen,340,16.2,13.6,84,250,3.6,null,9.4,0,1018.1,975.8,0
2021-06-11 23:00:00,11240,Graz/Flughafen,340,14.5,12.6,88,0,1.8,null,7.6,0,1018.5,975.9,0
2021-06-12 00:00:00,11240,Graz/Flughafen,340,14.7,12.9,89,0,1.8,null,7.6,0,1018.7,976.1,0
2021-06-12 01:00:00,11240,Graz/Flughafen,340,15,13.7,92,0,1.8,null,5.4,0,1018.5,976,0
2021-06-12 02:00:00,11240,Graz/Flughafen,340,14.9,13.3,90,250,3.6,null,5.4,0,1018.6,976.1,0
2021-06-12 03:00:00,11240,Graz/Flughafen,340,14.4,13.4,93,0,1.8,null,5.4,0,1018.4,975.8,0
2021-06-12 04:00:00,11240,Graz/Flughafen,340,13.8,13.1,95,0,1.8,null,3.6,0,1018.5,975.8,0
2021-06-12 05:00:00,11240,Graz/Flughafen,340,13.2,12.1,93,0,0,null,7.6,0,1018.5,975.7,0
2021-06-12 06:00:00,11240,Graz/Flughafen,340,13.1,12.1,93,140,3.6,null,5.4,0,1018.5,975.7,14
2021-06-12 07:00:00,11240,Graz/Flughafen,340,15.8,13.4,85,160,3.6,null,5.4,0,1018.2,975.8,99
2021-06-12 08:00:00,11240,Graz/Flughafen,340,18.4,13.7,74,170,3.6,null,7.6,0,1017.7,975.7,99
2021-06-12 09:00:00,11240,Graz/Flughafen,340,20.8,14.6,68,120,3.6,null,7.6,0,1017.4,975.8,84
2021-06-12 10:00:00,11240,Graz/Flughafen,340,22.8,15.2,62,160,7.6,null,13,0,1016.9,975.6,98
2021-06-12 11:00:00,11240,Graz/Flughafen,340,23.9,13.8,53,190,5.4,null,13,0,1016.9,975.7,65
2021-06-12 12:00:00,11240,Graz/Flughafen,340,24.5,14.6,54,230,5.4,null,11.2,null,1016.6,975.5,5
2021-06-12 13:00:00,11240,Graz/Flughafen,340,24.1,14.2,54,250,11.2,null,22.3,0,1016.5,975.4,17
2021-06-12 14:00:00,11240,Graz/Flughafen,340,24.9,14.6,53,300,7.6,null,22.3,0,1015.7,974.7,39
2021-06-12 15:00:00,11240,Graz/Flughafen,340,26.3,13.4,45,260,7.6,null,18.4,null,1014.8,974,91
2021-06-12 16:00:00,11240,Graz/Flughafen,340,27.5,12.8,40,240,3.6,null,14.8,0,1014.1,973.5,99
2021-06-12 17:00:00,11240,Graz/Flughafen,340,26.5,14.4,47,210,14.8,null,25.9,0,1013.8,973.1,99
2021-06-12 18:00:00,11240,Graz/Flughafen,340,25.2,13.8,49,230,7.6,null,25.9,null,1013.9,973,26
2021-06-12 19:00:00,11240,Graz/Flughafen,340,24,16.1,62,100,11.2,null,14.8,null,1014,973,0
2021-06-12 20:00:00,11240,Graz/Flughafen,340,22.9,16,65,110,5.4,null,16.6,0,1014.2,973,0
2021-06-12 21:00:00,11240,Graz/Flughafen,340,21.3,15.9,71,0,1.8,null,9.4,0,1014.3,972.9,0
2021-06-12 22:00:00,11240,Graz/Flughafen,340,19.1,15.9,82,0,1.8,null,5.4,0,1014.9,973.2,0
2021-06-12 23:00:00,11240,Graz/Flughafen,340,19.9,16.4,80,350,7.6,null,13,0,1015.5,973.9,0
2021-06-13 00:00:00,11240,Graz/Flughafen,340,18.9,15.8,82,140,3.6,null,13,0,1015.7,973.9,0
2021-06-13 01:00:00,11240,Graz/Flughafen,340,18.3,15.7,85,210,5.4,null,13,0,1015.6,973.7,0
2021-06-13 02:00:00,11240,Graz/Flughafen,340,19.7,13.9,69,350,7.6,null,18.4,0,1015.8,974.1,0
2021-06-13 03:00:00,11240,Graz/Flughafen,340,19.2,13.5,70,350,20.5,null,29.5,0,1016.6,974.8,0
2021-06-13 04:00:00,11240,Graz/Flughafen,340,17.9,14.5,81,340,11.2,null,25.9,0.2,1017,975,0
2021-06-13 05:00:00,11240,Graz/Flughafen,340,17.9,14.3,79,290,5.4,null,14.8,0.3,1017.7,975.7,0
2021-06-13 06:00:00,11240,Graz/Flughafen,340,16.6,15.4,93,170,11.2,null,16.6,0.1,1018.6,976.4,0
2021-06-13 07:00:00,11240,Graz/Flughafen,340,16.3,15,92,170,5.4,null,14.8,0.1,1019.3,977,0
2021-06-13 08:00:00,11240,Graz/Flughafen,340,18.2,14.3,79,140,5.4,null,14.8,0,1019.3,977.2,81
2021-06-13 09:00:00,11240,Graz/Flughafen,340,17.3,14.3,82,160,14.8,null,18.4,0,1019.9,977.7,42
2021-06-13 10:00:00,11240,Graz/Flughafen,340,18.3,13.9,76,170,13,null,22.3,0,1020.2,978.1,49
