,0
3362,'11240';'Graz/Flughafen';'340';'2021-06-16';'21:00';'23.7';'°C';'2021-06-16 21:10:15'
3363,'11240';'Graz/Flughafen';'340';'2021-06-16';'22:00';'21.1';'°C';'2021-06-16 22:10:20'
3364,'11240';'Graz/Flughafen';'340';'2021-06-16';'23:00';'18.7';'°C';'2021-06-16 23:10:17'
3365,'11240';'Graz/Flughafen';'340';'2021-06-17';'00:00';'17.8';'°C';'2021-06-17 00:10:12'
3366,'11240';'Graz/Flughafen';'340';'2021-06-17';'01:00';'16.4';'°C';'2021-06-17 01:10:14'
3367,'11240';'Graz/Flughafen';'340';'2021-06-17';'02:00';'15.3';'°C';'2021-06-17 02:10:16'
3368,'11240';'Graz/Flughafen';'340';'2021-06-17';'03:00';'14.3';'°C';'2021-06-17 03:10:09'
3369,'11240';'Graz/Flughafen';'340';'2021-06-17';'04:00';'13.2';'°C';'2021-06-17 04:10:14'
3370,'11240';'Graz/Flughafen';'340';'2021-06-17';'05:00';'12.9';'°C';'2021-06-17 05:10:12'
3371,'11240';'Graz/Flughafen';'340';'2021-06-17';'06:00';'13.8';'°C';'2021-06-17 06:10:20'
3372,'11240';'Graz/Flughafen';'340';'2021-06-17';'07:00';'16.3';'°C';'2021-06-17 07:10:10'
3373,'11240';'Graz/Flughafen';'340';'2021-06-17';'08:00';'19.5';'°C';'2021-06-17 08:10:13'
3374,'11240';'Graz/Flughafen';'340';'2021-06-17';'09:00';'21.8';'°C';'2021-06-17 09:10:17'
3375,'11240';'Graz/Flughafen';'340';'2021-06-17';'10:00';'24.1';'°C';'2021-06-17 10:10:10'
3376,'11240';'Graz/Flughafen';'340';'2021-06-17';'11:00';'25.4';'°C';'2021-06-17 11:10:11'
3377,'11240';'Graz/Flughafen';'340';'2021-06-17';'12:00';'26.5';'°C';'2021-06-17 12:10:12'
3378,'11240';'Graz/Flughafen';'340';'2021-06-17';'13:00';'27.8';'°C';'2021-06-17 13:10:11'
3379,'11240';'Graz/Flughafen';'340';'2021-06-17';'14:00';'28.0';'°C';'2021-06-17 14:10:18'
3380,'11240';'Graz/Flughafen';'340';'2021-06-17';'15:00';'28.1';'°C';'2021-06-17 15:10:18'
3381,'11240';'Graz/Flughafen';'340';'2021-06-17';'16:00';'28.3';'°C';'2021-06-17 16:10:10'
3382,'11240';'Graz/Flughafen';'340';'2021-06-17';'17:00';'28.2';'°C';'2021-06-17 17:10:15'
3383,'11240';'Graz/Flughafen';'340';'2021-06-17';'18:00';'27.7';'°C';'2021-06-17 18:10:19'
3384,'11240';'Graz/Flughafen';'340';'2021-06-17';'19:00';'26.9';'°C';'2021-06-17 19:10:11'
3385,'11240';'Graz/Flughafen';'340';'2021-06-17';'20:00';'25.3';'°C';'2021-06-17 20:10:09'
3386,'11240';'Graz/Flughafen';'340';'2021-06-17';'21:00';'23.9';'°C';'2021-06-17 21:10:09'
3387,'11240';'Graz/Flughafen';'340';'2021-06-17';'22:00';'22.1';'°C';'2021-06-17 22:10:09'
3388,'11240';'Graz/Flughafen';'340';'2021-06-17';'23:00';'21.0';'°C';'2021-06-17 23:10:14'
3389,'11240';'Graz/Flughafen';'340';'2021-06-18';'00:00';'20.6';'°C';'2021-06-18 00:10:14'
3390,'11240';'Graz/Flughafen';'340';'2021-06-18';'01:00';'18.2';'°C';'2021-06-18 01:10:11'
3391,'11240';'Graz/Flughafen';'340';'2021-06-18';'02:00';'17.9';'°C';'2021-06-18 02:10:13'
3392,'11240';'Graz/Flughafen';'340';'2021-06-18';'03:00';'17.7';'°C';'2021-06-18 03:10:19'
3393,'11240';'Graz/Flughafen';'340';'2021-06-18';'04:00';'17.4';'°C';'2021-06-18 04:10:14'
3394,'11240';'Graz/Flughafen';'340';'2021-06-18';'05:00';'17.5';'°C';'2021-06-18 05:10:12'
3395,'11240';'Graz/Flughafen';'340';'2021-06-18';'06:00';'18.1';'°C';'2021-06-18 06:10:18'
3396,'11240';'Graz/Flughafen';'340';'2021-06-18';'07:00';'19.5';'°C';'2021-06-18 07:10:09'
3397,'11240';'Graz/Flughafen';'340';'2021-06-18';'08:00';'22.8';'°C';'2021-06-18 08:10:10'
3398,'11240';'Graz/Flughafen';'340';'2021-06-18';'09:00';'23.1';'°C';'2021-06-18 09:10:12'
3399,'11240';'Graz/Flughafen';'340';'2021-06-18';'10:00';'25.2';'°C';'2021-06-18 10:10:10'
3400,'11240';'Graz/Flughafen';'340';'2021-06-18';'11:00';'26.5';'°C';'2021-06-18 11:10:13'
3401,'11240';'Graz/Flughafen';'340';'2021-06-18';'12:00';'27.3';'°C';'2021-06-18 12:10:15'
3402,'11240';'Graz/Flughafen';'340';'2021-06-18';'13:00';'28.8';'°C';'2021-06-18 13:10:10'
3403,'11240';'Graz/Flughafen';'340';'2021-06-18';'14:00';'29.0';'°C';'2021-06-18 14:10:11'
3404,'11240';'Graz/Flughafen';'340';'2021-06-18';'15:00';'29.2';'°C';'2021-06-18 15:10:11'
3405,'11240';'Graz/Flughafen';'340';'2021-06-18';'16:00';'29.5';'°C';'2021-06-18 16:10:10'
3406,'11240';'Graz/Flughafen';'340';'2021-06-18';'17:00';'29.4';'°C';'2021-06-18 17:10:14'
3407,'11240';'Graz/Flughafen';'340';'2021-06-18';'18:00';'28.9';'°C';'2021-06-18 18:10:11'
3408,'11240';'Graz/Flughafen';'340';'2021-06-18';'19:00';'27.8';'°C';'2021-06-18 19:10:14'
3409,'11240';'Graz/Flughafen';'340';'2021-06-18';'20:00';'26.0';'°C';'2021-06-18 20:10:17'
3410,'11240';'Graz/Flughafen';'340';'2021-06-18';'21:00';'24.2';'°C';'2021-06-18 21:10:10'
3411,'11240';'Graz/Flughafen';'340';'2021-06-18';'22:00';'23.4';'°C';'2021-06-18 22:10:13'
3412,'11240';'Graz/Flughafen';'340';'2021-06-18';'23:00';'22.6';'°C';'2021-06-18 23:10:09'
3413,'11240';'Graz/Flughafen';'340';'2021-06-19';'00:00';'21.9';'°C';'2021-06-19 00:10:13'
3414,'11240';'Graz/Flughafen';'340';'2021-06-19';'01:00';'21.6';'°C';'2021-06-19 01:10:18'
3415,'11240';'Graz/Flughafen';'340';'2021-06-19';'02:00';'19.3';'°C';'2021-06-19 02:10:09'
3416,'11240';'Graz/Flughafen';'340';'2021-06-19';'03:00';'18.3';'°C';'2021-06-19 03:10:12'
3417,'11240';'Graz/Flughafen';'340';'2021-06-19';'04:00';'18.6';'°C';'2021-06-19 04:10:13'
3418,'11240';'Graz/Flughafen';'340';'2021-06-19';'05:00';'16.9';'°C';'2021-06-19 05:10:11'
3419,'11240';'Graz/Flughafen';'340';'2021-06-19';'06:00';'17.8';'°C';'2021-06-19 06:10:14'
3420,'11240';'Graz/Flughafen';'340';'2021-06-19';'07:00';'20.7';'°C';'2021-06-19 07:10:10'
3421,'11240';'Graz/Flughafen';'340';'2021-06-19';'08:00';'22.0';'°C';'2021-06-19 08:10:09'
3422,'11240';'Graz/Flughafen';'340';'2021-06-19';'09:00';'24.2';'°C';'2021-06-19 09:10:12'
3423,'11240';'Graz/Flughafen';'340';'2021-06-19';'10:00';'26.0';'°C';'2021-06-19 10:10:16'
3424,'11240';'Graz/Flughafen';'340';'2021-06-19';'11:00';'27.5';'°C';'2021-06-19 11:10:09'
3425,'11240';'Graz/Flughafen';'340';'2021-06-19';'12:00';'28.8';'°C';'2021-06-19 12:10:16'
3426,'11240';'Graz/Flughafen';'340';'2021-06-19';'13:00';'29.7';'°C';'2021-06-19 13:10:20'
3427,'11240';'Graz/Flughafen';'340';'2021-06-19';'14:00';'30.6';'°C';'2021-06-19 14:10:10'
3428,'11240';'Graz/Flughafen';'340';'2021-06-19';'15:00';'28.5';'°C';'2021-06-19 15:10:11'
3429,'11240';'Graz/Flughafen';'340';'2021-06-19';'16:00';'29.5';'°C';'2021-06-19 16:10:15'
3430,'11240';'Graz/Flughafen';'340';'2021-06-19';'17:00';'30.0';'°C';'2021-06-19 17:10:11'
3431,'11240';'Graz/Flughafen';'340';'2021-06-19';'18:00';'29.9';'°C';'2021-06-19 18:10:14'
3432,'11240';'Graz/Flughafen';'340';'2021-06-19';'19:00';'29.2';'°C';'2021-06-19 19:10:12'
3433,'11240';'Graz/Flughafen';'340';'2021-06-19';'20:00';'23.5';'°C';'2021-06-19 20:10:09'
3434,'11240';'Graz/Flughafen';'340';'2021-06-19';'21:00';'22.9';'°C';'2021-06-19 21:10:11'
3435,'11240';'Graz/Flughafen';'340';'2021-06-19';'22:00';'21.3';'°C';'2021-06-19 22:10:10'
3436,'11240';'Graz/Flughafen';'340';'2021-06-19';'23:00';'20.8';'°C';'2021-06-19 23:10:14'
3437,'11240';'Graz/Flughafen';'340';'2021-06-20';'00:00';'19.9';'°C';'2021-06-20 00:10:09'
3438,'11240';'Graz/Flughafen';'340';'2021-06-20';'01:00';'20.5';'°C';'2021-06-20 01:10:14'
3439,'11240';'Graz/Flughafen';'340';'2021-06-20';'02:00';'19.8';'°C';'2021-06-20 02:10:17'
3440,'11240';'Graz/Flughafen';'340';'2021-06-20';'03:00';'19.0';'°C';'2021-06-20 03:10:16'
3441,'11240';'Graz/Flughafen';'340';'2021-06-20';'04:00';'17.8';'°C';'2021-06-20 04:10:14'
3442,'11240';'Graz/Flughafen';'340';'2021-06-20';'05:00';'18.5';'°C';'2021-06-20 05:10:17'
3443,'11240';'Graz/Flughafen';'340';'2021-06-20';'06:00';'18.6';'°C';'2021-06-20 06:10:22'
3444,'11240';'Graz/Flughafen';'340';'2021-06-20';'07:00';'20.5';'°C';'2021-06-20 07:10:16'
3445,'11240';'Graz/Flughafen';'340';'2021-06-20';'08:00';'22.4';'°C';'2021-06-20 08:10:20'
3446,'11240';'Graz/Flughafen';'340';'2021-06-20';'09:00';'24.1';'°C';'2021-06-20 09:10:21'
3447,'11240';'Graz/Flughafen';'340';'2021-06-20';'10:00';'25.0';'°C';'2021-06-20 10:10:17'
3448,'11240';'Graz/Flughafen';'340';'2021-06-20';'11:00';'26.7';'°C';'2021-06-20 11:10:16'
3449,'11240';'Graz/Flughafen';'340';'2021-06-20';'12:00';'27.5';'°C';'2021-06-20 12:10:10'
3450,'11240';'Graz/Flughafen';'340';'2021-06-20';'13:00';'28.5';'°C';'2021-06-20 13:10:17'
3451,'11240';'Graz/Flughafen';'340';'2021-06-20';'14:00';'29.5';'°C';'2021-06-20 14:10:14'
3452,'11240';'Graz/Flughafen';'340';'2021-06-20';'15:00';'30.2';'°C';'2021-06-20 15:10:12'
3453,'11240';'Graz/Flughafen';'340';'2021-06-20';'16:00';'30.5';'°C';'2021-06-20 16:10:09'
3454,'11240';'Graz/Flughafen';'340';'2021-06-20';'17:00';'29.9';'°C';'2021-06-20 17:10:09'
3455,'11240';'Graz/Flughafen';'340';'2021-06-20';'18:00';'28.7';'°C';'2021-06-20 18:10:17'
3456,'11240';'Graz/Flughafen';'340';'2021-06-20';'19:00';'27.8';'°C';'2021-06-20 19:10:09'
3457,'11240';'Graz/Flughafen';'340';'2021-06-20';'20:00';'26.9';'°C';'2021-06-20 20:10:09'
3458,'11240';'Graz/Flughafen';'340';'2021-06-20';'21:00';'26.1';'°C';'2021-06-20 21:10:14'
3459,'11240';'Graz/Flughafen';'340';'2021-06-20';'22:00';'25.1';'°C';'2021-06-20 22:10:09'
3460,'11240';'Graz/Flughafen';'340';'2021-06-20';'23:00';'24.1';'°C';'2021-06-20 23:10:13'
3461,'11240';'Graz/Flughafen';'340';'2021-06-21';'00:00';'24.3';'°C';'2021-06-21 00:10:10'
3462,'11240';'Graz/Flughafen';'340';'2021-06-21';'01:00';'23.0';'°C';'2021-06-21 01:10:09'
3463,'11240';'Graz/Flughafen';'340';'2021-06-21';'02:00';'22.0';'°C';'2021-06-21 02:10:12'
3464,'11240';'Graz/Flughafen';'340';'2021-06-21';'03:00';'22.3';'°C';'2021-06-21 03:10:11'
3465,'11240';'Graz/Flughafen';'340';'2021-06-21';'04:00';'21.1';'°C';'2021-06-21 04:10:15'
3466,'11240';'Graz/Flughafen';'340';'2021-06-21';'05:00';'20.7';'°C';'2021-06-21 05:10:11'
3467,'11240';'Graz/Flughafen';'340';'2021-06-21';'06:00';'19.9';'°C';'2021-06-21 06:10:16'
3468,'11240';'Graz/Flughafen';'340';'2021-06-21';'07:00';'21.1';'°C';'2021-06-21 07:10:10'
3469,'11240';'Graz/Flughafen';'340';'2021-06-21';'08:00';'23.3';'°C';'2021-06-21 08:10:10'
3470,'11240';'Graz/Flughafen';'340';'2021-06-21';'09:00';'25.0';'°C';'2021-06-21 09:10:11'
3471,'11240';'Graz/Flughafen';'340';'2021-06-21';'10:00';'26.6';'°C';'2021-06-21 10:10:18'
3472,'11240';'Graz/Flughafen';'340';'2021-06-21';'11:00';'28.5';'°C';'2021-06-21 11:10:20'
3473,'11240';'Graz/Flughafen';'340';'2021-06-21';'12:00';'30.2';'°C';'2021-06-21 12:10:10'
3474,'11240';'Graz/Flughafen';'340';'2021-06-21';'13:00';'31.5';'°C';'2021-06-21 13:10:10'
3475,'11240';'Graz/Flughafen';'340';'2021-06-21';'14:00';'32.5';'°C';'2021-06-21 14:10:11'
3476,'11240';'Graz/Flughafen';'340';'2021-06-21';'15:00';'32.6';'°C';'2021-06-21 15:10:13'
3477,'11240';'Graz/Flughafen';'340';'2021-06-21';'16:00';'32.9';'°C';'2021-06-21 16:10:11'
3478,'11240';'Graz/Flughafen';'340';'2021-06-21';'17:00';'31.8';'°C';'2021-06-21 17:10:15'
3479,'11240';'Graz/Flughafen';'340';'2021-06-21';'18:00';'29.4';'°C';'2021-06-21 18:10:11'
3480,'11240';'Graz/Flughafen';'340';'2021-06-21';'19:00';'30.4';'°C';'2021-06-21 19:10:09'
3481,'11240';'Graz/Flughafen';'340';'2021-06-21';'20:00';'27.3';'°C';'2021-06-21 20:10:16'
3482,'11240';'Graz/Flughafen';'340';'2021-06-21';'21:00';'25.7';'°C';'2021-06-21 21:10:10'
3483,'11240';'Graz/Flughafen';'340';'2021-06-21';'22:00';'23.6';'°C';'2021-06-21 22:10:15'
3484,'11240';'Graz/Flughafen';'340';'2021-06-21';'23:00';'23.9';'°C';'2021-06-21 23:10:10'
3485,'11240';'Graz/Flughafen';'340';'2021-06-22';'00:00';'23.5';'°C';'2021-06-22 00:10:10'
3486,'11240';'Graz/Flughafen';'340';'2021-06-22';'01:00';'22.9';'°C';'2021-06-22 01:10:13'
3487,'11240';'Graz/Flughafen';'340';'2021-06-22';'02:00';'21.2';'°C';'2021-06-22 02:10:15'
3488,'11240';'Graz/Flughafen';'340';'2021-06-22';'03:00';'20.0';'°C';'2021-06-22 03:10:09'
3489,'11240';'Graz/Flughafen';'340';'2021-06-22';'04:00';'19.8';'°C';'2021-06-22 04:10:15'
3490,'11240';'Graz/Flughafen';'340';'2021-06-22';'05:00';'19.4';'°C';'2021-06-22 05:10:10'
3491,'11240';'Graz/Flughafen';'340';'2021-06-22';'06:00';'19.7';'°C';'2021-06-22 06:10:19'
3492,'11240';'Graz/Flughafen';'340';'2021-06-22';'07:00';'22.4';'°C';'2021-06-22 07:10:26'
3493,'11240';'Graz/Flughafen';'340';'2021-06-22';'08:00';'25.3';'°C';'2021-06-22 08:10:14'
3494,'11240';'Graz/Flughafen';'340';'2021-06-22';'09:00';'26.1';'°C';'2021-06-22 09:10:16'
3495,'11240';'Graz/Flughafen';'340';'2021-06-22';'10:00';'27.9';'°C';'2021-06-22 10:10:16'
3496,'11240';'Graz/Flughafen';'340';'2021-06-22';'11:00';'29.1';'°C';'2021-06-22 11:10:16'
3497,'11240';'Graz/Flughafen';'340';'2021-06-22';'12:00';'29.6';'°C';'2021-06-22 12:10:11'
3498,'11240';'Graz/Flughafen';'340';'2021-06-22';'13:00';'30.2';'°C';'2021-06-22 13:10:15'
3499,'11240';'Graz/Flughafen';'340';'2021-06-22';'14:00';'30.8';'°C';'2021-06-22 14:10:12'
3500,'11240';'Graz/Flughafen';'340';'2021-06-22';'15:00';'31.3';'°C';'2021-06-22 15:10:18'
3501,'11240';'Graz/Flughafen';'340';'2021-06-22';'16:00';'31.8';'°C';'2021-06-22 16:10:10'
3502,'11240';'Graz/Flughafen';'340';'2021-06-22';'17:00';'31.7';'°C';'2021-06-22 17:10:18'
3503,'11240';'Graz/Flughafen';'340';'2021-06-22';'18:00';'31.9';'°C';'2021-06-22 18:10:17'
3504,'11240';'Graz/Flughafen';'340';'2021-06-22';'19:00';'30.5';'°C';'2021-06-22 19:10:15'
3505,'11240';'Graz/Flughafen';'340';'2021-06-22';'20:00';'28.8';'°C';'2021-06-22 20:10:10'
3506,'11240';'Graz/Flughafen';'340';'2021-06-22';'21:00';'27.3';'°C';'2021-06-22 21:10:18'
3507,'11240';'Graz/Flughafen';'340';'2021-06-22';'22:00';'25.0';'°C';'2021-06-22 22:10:15'
3508,'11240';'Graz/Flughafen';'340';'2021-06-22';'23:00';'22.5';'°C';'2021-06-22 23:10:16'
3509,'11240';'Graz/Flughafen';'340';'2021-06-23';'00:00';'20.6';'°C';'2021-06-23 00:10:16'
3510,'11240';'Graz/Flughafen';'340';'2021-06-23';'01:00';'19.4';'°C';'2021-06-23 01:10:16'
3511,'11240';'Graz/Flughafen';'340';'2021-06-23';'02:00';'18.8';'°C';'2021-06-23 02:10:16'
3512,'11240';'Graz/Flughafen';'340';'2021-06-23';'03:00';'18.4';'°C';'2021-06-23 03:10:09'
3513,'11240';'Graz/Flughafen';'340';'2021-06-23';'04:00';'17.3';'°C';'2021-06-23 04:10:12'
3514,'11240';'Graz/Flughafen';'340';'2021-06-23';'05:00';'14.5';'°C';'2021-06-23 05:10:11'
3515,'11240';'Graz/Flughafen';'340';'2021-06-23';'06:00';'16.3';'°C';'2021-06-23 06:10:12'
3516,'11240';'Graz/Flughafen';'340';'2021-06-23';'07:00';'20.0';'°C';'2021-06-23 07:10:16'
3517,'11240';'Graz/Flughafen';'340';'2021-06-23';'08:00';'22.3';'°C';'2021-06-23 08:10:19'
3518,'11240';'Graz/Flughafen';'340';'2021-06-23';'09:00';'24.8';'°C';'2021-06-23 09:10:16'
3519,'11240';'Graz/Flughafen';'340';'2021-06-23';'10:00';'25.9';'°C';'2021-06-23 10:10:23'
3520,'11240';'Graz/Flughafen';'340';'2021-06-23';'11:00';'26.6';'°C';'2021-06-23 11:10:15'
3521,'11240';'Graz/Flughafen';'340';'2021-06-23';'12:00';'27.8';'°C';'2021-06-23 12:10:12'
3522,'11240';'Graz/Flughafen';'340';'2021-06-23';'13:00';'28.6';'°C';'2021-06-23 13:10:09'
3523,'11240';'Graz/Flughafen';'340';'2021-06-23';'14:00';'29.6';'°C';'2021-06-23 14:10:17'
3524,'11240';'Graz/Flughafen';'340';'2021-06-23';'15:00';'30.4';'°C';'2021-06-23 15:10:12'
3525,'11240';'Graz/Flughafen';'340';'2021-06-23';'16:00';'30.7';'°C';'2021-06-23 16:10:10'
3526,'11240';'Graz/Flughafen';'340';'2021-06-23';'17:00';'30.5';'°C';'2021-06-23 17:10:19'
3527,'11240';'Graz/Flughafen';'340';'2021-06-23';'18:00';'30.4';'°C';'2021-06-23 18:10:14'
3528,'11240';'Graz/Flughafen';'340';'2021-06-23';'19:00';'29.7';'°C';'2021-06-23 19:10:10'
3529,'11240';'Graz/Flughafen';'340';'2021-06-23';'20:00';'28.4';'°C';'2021-06-23 20:10:10'
3530,'11240';'Graz/Flughafen';'340';'2021-06-23';'21:00';'27.0';'°C';'2021-06-23 21:10:14'
3531,'11240';'Graz/Flughafen';'340';'2021-06-23';'22:00';'25.4';'°C';'2021-06-23 22:10:10'
3532,'11240';'Graz/Flughafen';'340';'2021-06-23';'23:00';'24.9';'°C';'2021-06-23 23:10:16'
3533,'11240';'Graz/Flughafen';'340';'2021-06-24';'00:00';'23.8';'°C';'2021-06-24 00:10:14'
3534,'11240';'Graz/Flughafen';'340';'2021-06-24';'01:00';'22.7';'°C';'2021-06-24 01:10:18'
3535,'11240';'Graz/Flughafen';'340';'2021-06-24';'02:00';'22.5';'°C';'2021-06-24 02:10:16'
3536,'11240';'Graz/Flughafen';'340';'2021-06-24';'03:00';'22.5';'°C';'2021-06-24 03:10:26'
3537,'11240';'Graz/Flughafen';'340';'2021-06-24';'04:00';'22.5';'°C';'2021-06-24 04:10:16'
3538,'11240';'Graz/Flughafen';'340';'2021-06-24';'05:00';'20.1';'°C';'2021-06-24 05:10:15'
3539,'11240';'Graz/Flughafen';'340';'2021-06-24';'06:00';'20.7';'°C';'2021-06-24 06:10:18'
3540,'11240';'Graz/Flughafen';'340';'2021-06-24';'07:00';'22.1';'°C';'2021-06-24 07:10:20'
3541,'11240';'Graz/Flughafen';'340';'2021-06-24';'08:00';'23.7';'°C';'2021-06-24 08:10:22'
3542,'11240';'Graz/Flughafen';'340';'2021-06-24';'09:00';'25.9';'°C';'2021-06-24 09:10:15'
3543,'11240';'Graz/Flughafen';'340';'2021-06-24';'10:00';'27.6';'°C';'2021-06-24 10:10:09'
3544,'11240';'Graz/Flughafen';'340';'2021-06-24';'11:00';'29.0';'°C';'2021-06-24 11:10:21'
3545,'11240';'Graz/Flughafen';'340';'2021-06-24';'12:00';'30.5';'°C';'2021-06-24 12:10:12'
3546,'11240';'Graz/Flughafen';'340';'2021-06-24';'13:00';'31.5';'°C';'2021-06-24 13:10:10'
3547,'11240';'Graz/Flughafen';'340';'2021-06-24';'14:00';'32.1';'°C';'2021-06-24 14:10:15'
3548,'11240';'Graz/Flughafen';'340';'2021-06-24';'15:00';'33.2';'°C';'2021-06-24 15:10:11'
3549,'11240';'Graz/Flughafen';'340';'2021-06-24';'16:00';'33.4';'°C';'2021-06-24 16:10:09'
3550,'11240';'Graz/Flughafen';'340';'2021-06-24';'17:00';'33.3';'°C';'2021-06-24 17:10:12'
3551,'11240';'Graz/Flughafen';'340';'2021-06-24';'18:00';'32.7';'°C';'2021-06-24 18:10:11'
3552,'11240';'Graz/Flughafen';'340';'2021-06-24';'19:00';'31.7';'°C';'2021-06-24 19:10:13'
3553,'11240';'Graz/Flughafen';'340';'2021-06-24';'20:00';'29.8';'°C';'2021-06-24 20:10:31'
3554,'11240';'Graz/Flughafen';'340';'2021-06-24';'21:00';'28.6';'°C';'2021-06-24 21:10:17'
3555,'11240';'Graz/Flughafen';'340';'2021-06-24';'22:00';'27.6';'°C';'2021-06-24 22:10:15'
3556,'11240';'Graz/Flughafen';'340';'2021-06-24';'23:00';'23.8';'°C';'2021-06-24 23:10:15'
3557,'11240';'Graz/Flughafen';'340';'2021-06-25';'00:00';'25.0';'°C';'2021-06-25 00:10:09'
3558,'11240';'Graz/Flughafen';'340';'2021-06-25';'01:00';'26.3';'°C';'2021-06-25 01:10:10'
3559,'11240';'Graz/Flughafen';'340';'2021-06-25';'02:00';'24.5';'°C';'2021-06-25 02:10:15'
3560,'11240';'Graz/Flughafen';'340';'2021-06-25';'03:00';'21.9';'°C';'2021-06-25 03:10:13'
3561,'11240';'Graz/Flughafen';'340';'2021-06-25';'04:00';'21.1';'°C';'2021-06-25 04:10:12'
3562,'11240';'Graz/Flughafen';'340';'2021-06-25';'05:00';'18.4';'°C';'2021-06-25 05:10:11'
3563,'11240';'Graz/Flughafen';'340';'2021-06-25';'06:00';'20.8';'°C';'2021-06-25 06:10:16'
3564,'11240';'Graz/Flughafen';'340';'2021-06-25';'07:00';'22.7';'°C';'2021-06-25 07:10:20'
3565,'11240';'Graz/Flughafen';'340';'2021-06-25';'08:00';'23.2';'°C';'2021-06-25 08:10:09'
3566,'11240';'Graz/Flughafen';'340';'2021-06-25';'09:00';'24.3';'°C';'2021-06-25 09:10:15'
3567,'11240';'Graz/Flughafen';'340';'2021-06-25';'10:00';'24.1';'°C';'2021-06-25 10:10:09'
3568,'11240';'Graz/Flughafen';'340';'2021-06-25';'11:00';'24.9';'°C';'2021-06-25 11:10:11'
3569,'11240';'Graz/Flughafen';'340';'2021-06-25';'12:00';'26.5';'°C';'2021-06-25 12:10:13'
3570,'11240';'Graz/Flughafen';'340';'2021-06-25';'13:00';'26.7';'°C';'2021-06-25 13:10:15'
3571,'11240';'Graz/Flughafen';'340';'2021-06-25';'14:00';'26.4';'°C';'2021-06-25 14:10:16'
3572,'11240';'Graz/Flughafen';'340';'2021-06-25';'15:00';'23.5';'°C';'2021-06-25 15:10:15'
3573,'11240';'Graz/Flughafen';'340';'2021-06-25';'16:00';'21.5';'°C';'2021-06-25 16:10:09'
3574,'11240';'Graz/Flughafen';'340';'2021-06-25';'17:00';'21.8';'°C';'2021-06-25 17:10:09'
3575,'11240';'Graz/Flughafen';'340';'2021-06-25';'18:00';'22.6';'°C';'2021-06-25 18:10:11'
3576,'11240';'Graz/Flughafen';'340';'2021-06-25';'19:00';'20.8';'°C';'2021-06-25 19:10:10'
3577,'11240';'Graz/Flughafen';'340';'2021-06-25';'20:00';'19.5';'°C';'2021-06-25 20:10:11'
3578,'11240';'Graz/Flughafen';'340';'2021-06-25';'21:00';'18.5';'°C';'2021-06-25 21:10:10'
3579,'11240';'Graz/Flughafen';'340';'2021-06-25';'22:00';'17.6';'°C';'2021-06-25 22:10:10'
3580,'11240';'Graz/Flughafen';'340';'2021-06-25';'23:00';'17.8';'°C';'2021-06-25 23:10:10'
3581,'11240';'Graz/Flughafen';'340';'2021-06-26';'00:00';'18.1';'°C';'2021-06-26 00:10:20'
3582,'11240';'Graz/Flughafen';'340';'2021-06-26';'01:00';'17.9';'°C';'2021-06-26 01:10:10'
3583,'11240';'Graz/Flughafen';'340';'2021-06-26';'02:00';'16.4';'°C';'2021-06-26 02:10:13'
3584,'11240';'Graz/Flughafen';'340';'2021-06-26';'03:00';'16.1';'°C';'2021-06-26 03:10:09'
3585,'11240';'Graz/Flughafen';'340';'2021-06-26';'04:00';'15.7';'°C';'2021-06-26 04:10:14'
3586,'11240';'Graz/Flughafen';'340';'2021-06-26';'05:00';'15.3';'°C';'2021-06-26 05:10:13'
3587,'11240';'Graz/Flughafen';'340';'2021-06-26';'06:00';'15.5';'°C';'2021-06-26 06:10:11'
3588,'11240';'Graz/Flughafen';'340';'2021-06-26';'07:00';'17.4';'°C';'2021-06-26 07:10:12'
3589,'11240';'Graz/Flughafen';'340';'2021-06-26';'08:00';'19.1';'°C';'2021-06-26 08:10:09'
3590,'11240';'Graz/Flughafen';'340';'2021-06-26';'09:00';'21.1';'°C';'2021-06-26 09:10:11'
3591,'11240';'Graz/Flughafen';'340';'2021-06-26';'10:00';'22.9';'°C';'2021-06-26 10:10:13'
3592,'11240';'Graz/Flughafen';'340';'2021-06-26';'11:00';'24.0';'°C';'2021-06-26 11:10:11'
3593,'11240';'Graz/Flughafen';'340';'2021-06-26';'12:00';'24.8';'°C';'2021-06-26 12:10:12'
3594,'11240';'Graz/Flughafen';'340';'2021-06-26';'13:00';'25.5';'°C';'2021-06-26 13:10:13'
3595,'11240';'Graz/Flughafen';'340';'2021-06-26';'14:00';'26.2';'°C';'2021-06-26 14:10:09'
3596,'11240';'Graz/Flughafen';'340';'2021-06-26';'15:00';'26.8';'°C';'2021-06-26 15:10:09'
3597,'11240';'Graz/Flughafen';'340';'2021-06-26';'16:00';'26.7';'°C';'2021-06-26 16:10:17'
3598,'11240';'Graz/Flughafen';'340';'2021-06-26';'17:00';'27.3';'°C';'2021-06-26 17:10:13'
3599,'11240';'Graz/Flughafen';'340';'2021-06-26';'18:00';'27.2';'°C';'2021-06-26 18:10:10'
3600,'11240';'Graz/Flughafen';'340';'2021-06-26';'19:00';'26.3';'°C';'2021-06-26 19:10:13'
3601,'11240';'Graz/Flughafen';'340';'2021-06-26';'20:00';'24.5';'°C';'2021-06-26 20:10:20'
3602,'11240';'Graz/Flughafen';'340';'2021-06-26';'21:00';'23.2';'°C';'2021-06-26 21:10:14'
