,0
2141,'11240';'Graz/Flughafen';'340';'2021-04-26';'09:00';'5.8';'°C';'2021-04-26 09:10:09'
2142,'11240';'Graz/Flughafen';'340';'2021-04-26';'10:00';'6.5';'°C';'2021-04-26 10:10:09'
2143,'11240';'Graz/Flughafen';'340';'2021-04-26';'11:00';'7.5';'°C';'2021-04-26 11:10:13'
2144,'11240';'Graz/Flughafen';'340';'2021-04-26';'12:00';'7.2';'°C';'2021-04-26 12:10:19'
2145,'11240';'Graz/Flughafen';'340';'2021-04-26';'13:00';'5.4';'°C';'2021-04-26 13:10:09'
2146,'11240';'Graz/Flughafen';'340';'2021-04-26';'14:00';'3.9';'°C';'2021-04-26 14:10:09'
2147,'11240';'Graz/Flughafen';'340';'2021-04-26';'15:00';'5.6';'°C';'2021-04-26 15:10:09'
2148,'11240';'Graz/Flughafen';'340';'2021-04-26';'16:00';'6.6';'°C';'2021-04-26 16:10:10'
2149,'11240';'Graz/Flughafen';'340';'2021-04-26';'17:00';'7.5';'°C';'2021-04-26 17:10:09'
2150,'11240';'Graz/Flughafen';'340';'2021-04-26';'18:00';'7.8';'°C';'2021-04-26 18:10:10'
2151,'11240';'Graz/Flughafen';'340';'2021-04-26';'19:00';'7.4';'°C';'2021-04-26 19:10:14'
2152,'11240';'Graz/Flughafen';'340';'2021-04-26';'20:00';'5.9';'°C';'2021-04-26 20:10:15'
2153,'11240';'Graz/Flughafen';'340';'2021-04-26';'21:00';'4.6';'°C';'2021-04-26 21:10:09'
2154,'11240';'Graz/Flughafen';'340';'2021-04-26';'22:00';'4.0';'°C';'2021-04-26 22:10:21'
2155,'11240';'Graz/Flughafen';'340';'2021-04-26';'23:00';'3.4';'°C';'2021-04-26 23:10:09'
2156,'11240';'Graz/Flughafen';'340';'2021-04-27';'00:00';'2.1';'°C';'2021-04-27 00:10:11'
2157,'11240';'Graz/Flughafen';'340';'2021-04-27';'01:00';'1.6';'°C';'2021-04-27 01:10:09'
2158,'11240';'Graz/Flughafen';'340';'2021-04-27';'02:00';'1.3';'°C';'2021-04-27 02:10:09'
2159,'11240';'Graz/Flughafen';'340';'2021-04-27';'03:00';'0.5';'°C';'2021-04-27 03:10:09'
2160,'11240';'Graz/Flughafen';'340';'2021-04-27';'04:00';'0.9';'°C';'2021-04-27 04:10:10'
2161,'11240';'Graz/Flughafen';'340';'2021-04-27';'05:00';'-1.2';'°C';'2021-04-27 05:10:15'
2162,'11240';'Graz/Flughafen';'340';'2021-04-27';'06:00';'0.3';'°C';'2021-04-27 06:10:12'
2163,'11240';'Graz/Flughafen';'340';'2021-04-27';'07:00';'1.3';'°C';'2021-04-27 07:10:13'
2164,'11240';'Graz/Flughafen';'340';'2021-04-27';'08:00';'2.2';'°C';'2021-04-27 08:10:11'
2165,'11240';'Graz/Flughafen';'340';'2021-04-27';'09:00';'3.2';'°C';'2021-04-27 09:10:09'
2166,'11240';'Graz/Flughafen';'340';'2021-04-27';'10:00';'4.3';'°C';'2021-04-27 10:10:11'
2167,'11240';'Graz/Flughafen';'340';'2021-04-27';'11:00';'5.1';'°C';'2021-04-27 11:10:09'
2168,'11240';'Graz/Flughafen';'340';'2021-04-27';'12:00';'5.1';'°C';'2021-04-27 12:10:11'
2169,'11240';'Graz/Flughafen';'340';'2021-04-27';'13:00';'5.4';'°C';'2021-04-27 13:10:09'
2170,'11240';'Graz/Flughafen';'340';'2021-04-27';'14:00';'5.7';'°C';'2021-04-27 14:10:08'
2171,'11240';'Graz/Flughafen';'340';'2021-04-27';'15:00';'6.1';'°C';'2021-04-27 15:10:15'
2172,'11240';'Graz/Flughafen';'340';'2021-04-27';'16:00';'6.3';'°C';'2021-04-27 16:10:09'
2173,'11240';'Graz/Flughafen';'340';'2021-04-27';'17:00';'6.7';'°C';'2021-04-27 17:10:12'
2174,'11240';'Graz/Flughafen';'340';'2021-04-27';'18:00';'6.8';'°C';'2021-04-27 18:10:12'
2175,'11240';'Graz/Flughafen';'340';'2021-04-27';'19:00';'6.8';'°C';'2021-04-27 19:10:09'
2176,'11240';'Graz/Flughafen';'340';'2021-04-27';'20:00';'6.8';'°C';'2021-04-27 20:10:09'
2177,'11240';'Graz/Flughafen';'340';'2021-04-27';'21:00';'6.6';'°C';'2021-04-27 21:10:14'
2178,'11240';'Graz/Flughafen';'340';'2021-04-27';'22:00';'6.4';'°C';'2021-04-27 22:10:18'
2179,'11240';'Graz/Flughafen';'340';'2021-04-27';'23:00';'6.4';'°C';'2021-04-27 23:10:11'
2180,'11240';'Graz/Flughafen';'340';'2021-04-28';'00:00';'6.3';'°C';'2021-04-28 00:10:14'
2181,'11240';'Graz/Flughafen';'340';'2021-04-28';'01:00';'6.0';'°C';'2021-04-28 01:10:13'
2182,'11240';'Graz/Flughafen';'340';'2021-04-28';'02:00';'5.9';'°C';'2021-04-28 02:10:11'
2183,'11240';'Graz/Flughafen';'340';'2021-04-28';'03:00';'5.7';'°C';'2021-04-28 03:10:11'
2184,'11240';'Graz/Flughafen';'340';'2021-04-28';'04:00';'5.8';'°C';'2021-04-28 04:10:09'
2185,'11240';'Graz/Flughafen';'340';'2021-04-28';'05:00';'5.4';'°C';'2021-04-28 05:10:14'
2186,'11240';'Graz/Flughafen';'340';'2021-04-28';'06:00';'5.8';'°C';'2021-04-28 06:10:11'
2187,'11240';'Graz/Flughafen';'340';'2021-04-28';'07:00';'6.2';'°C';'2021-04-28 07:10:14'
2188,'11240';'Graz/Flughafen';'340';'2021-04-28';'08:00';'6.7';'°C';'2021-04-28 08:10:09'
2189,'11240';'Graz/Flughafen';'340';'2021-04-28';'09:00';'7.6';'°C';'2021-04-28 09:10:10'
2190,'11240';'Graz/Flughafen';'340';'2021-04-28';'10:00';'8.1';'°C';'2021-04-28 10:10:10'
2191,'11240';'Graz/Flughafen';'340';'2021-04-28';'11:00';'8.5';'°C';'2021-04-28 11:10:09'
2192,'11240';'Graz/Flughafen';'340';'2021-04-28';'12:00';'9.4';'°C';'2021-04-28 12:10:10'
2193,'11240';'Graz/Flughafen';'340';'2021-04-28';'13:00';'10.3';'°C';'2021-04-28 13:10:10'
2194,'11240';'Graz/Flughafen';'340';'2021-04-28';'14:00';'11.2';'°C';'2021-04-28 14:10:09'
2195,'11240';'Graz/Flughafen';'340';'2021-04-28';'15:00';'11.7';'°C';'2021-04-28 15:10:09'
2196,'11240';'Graz/Flughafen';'340';'2021-04-28';'16:00';'12.0';'°C';'2021-04-28 16:10:11'
2197,'11240';'Graz/Flughafen';'340';'2021-04-28';'17:00';'12.4';'°C';'2021-04-28 17:10:08'
2198,'11240';'Graz/Flughafen';'340';'2021-04-28';'18:00';'12.7';'°C';'2021-04-28 18:10:11'
2199,'11240';'Graz/Flughafen';'340';'2021-04-28';'19:00';'12.2';'°C';'2021-04-28 19:10:11'
2200,'11240';'Graz/Flughafen';'340';'2021-04-28';'20:00';'11.7';'°C';'2021-04-28 20:10:09'
2201,'11240';'Graz/Flughafen';'340';'2021-04-28';'21:00';'11.1';'°C';'2021-04-28 21:10:15'
2202,'11240';'Graz/Flughafen';'340';'2021-04-28';'22:00';'10.4';'°C';'2021-04-28 22:10:08'
2203,'11240';'Graz/Flughafen';'340';'2021-04-28';'23:00';'8.1';'°C';'2021-04-28 23:10:09'
2204,'11240';'Graz/Flughafen';'340';'2021-04-29';'00:00';'6.5';'°C';'2021-04-29 00:10:15'
2205,'11240';'Graz/Flughafen';'340';'2021-04-29';'01:00';'5.7';'°C';'2021-04-29 01:10:11'
2206,'11240';'Graz/Flughafen';'340';'2021-04-29';'02:00';'5.0';'°C';'2021-04-29 02:10:09'
2207,'11240';'Graz/Flughafen';'340';'2021-04-29';'03:00';'5.5';'°C';'2021-04-29 03:10:11'
2208,'11240';'Graz/Flughafen';'340';'2021-04-29';'04:00';'6.3';'°C';'2021-04-29 04:10:09'
2209,'11240';'Graz/Flughafen';'340';'2021-04-29';'05:00';'6.9';'°C';'2021-04-29 05:10:09'
2210,'11240';'Graz/Flughafen';'340';'2021-04-29';'06:00';'6.9';'°C';'2021-04-29 06:10:11'
2211,'11240';'Graz/Flughafen';'340';'2021-04-29';'07:00';'7.0';'°C';'2021-04-29 07:10:10'
2212,'11240';'Graz/Flughafen';'340';'2021-04-29';'08:00';'7.1';'°C';'2021-04-29 08:10:17'
2213,'11240';'Graz/Flughafen';'340';'2021-04-29';'23:00';'15.5';'°C';'2021-04-29 23:25:09'
2214,'11240';'Graz/Flughafen';'340';'2021-04-30';'00:00';'15.7';'°C';'2021-04-30 00:10:08'
2215,'11240';'Graz/Flughafen';'340';'2021-04-30';'01:00';'13.6';'°C';'2021-04-30 01:10:09'
2216,'11240';'Graz/Flughafen';'340';'2021-04-30';'02:00';'13.8';'°C';'2021-04-30 02:10:11'
2217,'11240';'Graz/Flughafen';'340';'2021-04-30';'03:00';'12.7';'°C';'2021-04-30 03:10:11'
2218,'11240';'Graz/Flughafen';'340';'2021-04-30';'04:00';'12.2';'°C';'2021-04-30 04:10:11'
2219,'11240';'Graz/Flughafen';'340';'2021-04-30';'05:00';'11.7';'°C';'2021-04-30 05:10:10'
2220,'11240';'Graz/Flughafen';'340';'2021-04-30';'06:00';'11.4';'°C';'2021-04-30 06:10:15'
2221,'11240';'Graz/Flughafen';'340';'2021-04-30';'07:00';'12.0';'°C';'2021-04-30 07:10:12'
2222,'11240';'Graz/Flughafen';'340';'2021-04-30';'08:00';'12.6';'°C';'2021-04-30 08:10:09'
2223,'11240';'Graz/Flughafen';'340';'2021-04-30';'09:00';'12.9';'°C';'2021-04-30 09:10:10'
2224,'11240';'Graz/Flughafen';'340';'2021-04-30';'10:00';'13.0';'°C';'2021-04-30 10:10:10'
2225,'11240';'Graz/Flughafen';'340';'2021-04-30';'11:00';'13.5';'°C';'2021-04-30 11:10:10'
2226,'11240';'Graz/Flughafen';'340';'2021-04-30';'12:00';'13.5';'°C';'2021-04-30 12:10:09'
2227,'11240';'Graz/Flughafen';'340';'2021-04-30';'13:00';'14.0';'°C';'2021-04-30 13:10:09'
2228,'11240';'Graz/Flughafen';'340';'2021-04-30';'14:00';'14.6';'°C';'2021-04-30 14:10:11'
2229,'11240';'Graz/Flughafen';'340';'2021-04-30';'15:00';'17.2';'°C';'2021-04-30 15:10:10'
2230,'11240';'Graz/Flughafen';'340';'2021-04-30';'16:00';'16.5';'°C';'2021-04-30 16:10:10'
2231,'11240';'Graz/Flughafen';'340';'2021-04-30';'17:00';'17.4';'°C';'2021-04-30 17:10:09'
2232,'11240';'Graz/Flughafen';'340';'2021-04-30';'18:00';'17.1';'°C';'2021-04-30 18:10:09'
2233,'11240';'Graz/Flughafen';'340';'2021-04-30';'19:00';'15.9';'°C';'2021-04-30 19:10:12'
2234,'11240';'Graz/Flughafen';'340';'2021-04-30';'20:00';'14.6';'°C';'2021-04-30 20:10:10'
2235,'11240';'Graz/Flughafen';'340';'2021-04-30';'21:00';'13.2';'°C';'2021-04-30 21:10:08'
2236,'11240';'Graz/Flughafen';'340';'2021-04-30';'22:00';'13.4';'°C';'2021-04-30 22:10:09'
2237,'11240';'Graz/Flughafen';'340';'2021-04-30';'23:00';'12.3';'°C';'2021-04-30 23:10:10'
2238,'11240';'Graz/Flughafen';'340';'2021-05-01';'00:00';'11.9';'°C';'2021-05-01 00:10:13'
2239,'11240';'Graz/Flughafen';'340';'2021-05-01';'01:00';'10.1';'°C';'2021-05-01 01:10:09'
2240,'11240';'Graz/Flughafen';'340';'2021-05-01';'02:00';'10.0';'°C';'2021-05-01 02:10:09'
2241,'11240';'Graz/Flughafen';'340';'2021-05-01';'03:00';'10.9';'°C';'2021-05-01 03:10:13'
2242,'11240';'Graz/Flughafen';'340';'2021-05-01';'04:00';'10.8';'°C';'2021-05-01 04:10:09'
2243,'11240';'Graz/Flughafen';'340';'2021-05-01';'05:00';'10.1';'°C';'2021-05-01 05:10:10'
2244,'11240';'Graz/Flughafen';'340';'2021-05-01';'06:00';'9.2';'°C';'2021-05-01 06:10:10'
2245,'11240';'Graz/Flughafen';'340';'2021-05-01';'07:00';'11.0';'°C';'2021-05-01 07:10:16'
2246,'11240';'Graz/Flughafen';'340';'2021-05-01';'08:00';'14.2';'°C';'2021-05-01 08:10:16'
2247,'11240';'Graz/Flughafen';'340';'2021-05-01';'09:00';'16.5';'°C';'2021-05-01 09:10:10'
2248,'11240';'Graz/Flughafen';'340';'2021-05-01';'10:00';'18.9';'°C';'2021-05-01 10:10:18'
2249,'11240';'Graz/Flughafen';'340';'2021-05-01';'11:00';'19.9';'°C';'2021-05-01 11:10:11'
2250,'11240';'Graz/Flughafen';'340';'2021-05-01';'12:00';'21.8';'°C';'2021-05-01 12:10:10'
2251,'11240';'Graz/Flughafen';'340';'2021-05-01';'13:00';'22.0';'°C';'2021-05-01 13:10:08'
2252,'11240';'Graz/Flughafen';'340';'2021-05-01';'14:00';'23.3';'°C';'2021-05-01 14:10:11'
2253,'11240';'Graz/Flughafen';'340';'2021-05-01';'15:00';'23.4';'°C';'2021-05-01 15:10:09'
2254,'11240';'Graz/Flughafen';'340';'2021-05-01';'16:00';'22.9';'°C';'2021-05-01 16:10:11'
2255,'11240';'Graz/Flughafen';'340';'2021-05-01';'17:00';'23.8';'°C';'2021-05-01 17:10:11'
2256,'11240';'Graz/Flughafen';'340';'2021-05-01';'18:00';'22.4';'°C';'2021-05-01 18:10:13'
2257,'11240';'Graz/Flughafen';'340';'2021-05-01';'19:00';'22.3';'°C';'2021-05-01 19:10:11'
2258,'11240';'Graz/Flughafen';'340';'2021-05-01';'20:00';'20.1';'°C';'2021-05-01 20:10:10'
2259,'11240';'Graz/Flughafen';'340';'2021-05-01';'21:00';'16.8';'°C';'2021-05-01 21:10:09'
2260,'11240';'Graz/Flughafen';'340';'2021-05-01';'22:00';'15.7';'°C';'2021-05-01 22:10:09'
2261,'11240';'Graz/Flughafen';'340';'2021-05-01';'23:00';'14.7';'°C';'2021-05-01 23:10:11'
2262,'11240';'Graz/Flughafen';'340';'2021-05-02';'00:00';'14.6';'°C';'2021-05-02 00:10:10'
2263,'11240';'Graz/Flughafen';'340';'2021-05-02';'01:00';'14.7';'°C';'2021-05-02 01:10:09'
2264,'11240';'Graz/Flughafen';'340';'2021-05-02';'02:00';'14.2';'°C';'2021-05-02 02:10:10'
2265,'11240';'Graz/Flughafen';'340';'2021-05-02';'03:00';'14.0';'°C';'2021-05-02 03:10:09'
2266,'11240';'Graz/Flughafen';'340';'2021-05-02';'04:00';'13.6';'°C';'2021-05-02 04:10:09'
2267,'11240';'Graz/Flughafen';'340';'2021-05-02';'05:00';'12.9';'°C';'2021-05-02 05:10:16'
2268,'11240';'Graz/Flughafen';'340';'2021-05-02';'06:00';'13.0';'°C';'2021-05-02 06:10:17'
2269,'11240';'Graz/Flughafen';'340';'2021-05-02';'07:00';'14.4';'°C';'2021-05-02 07:10:14'
2270,'11240';'Graz/Flughafen';'340';'2021-05-02';'08:00';'14.3';'°C';'2021-05-02 08:10:13'
2271,'11240';'Graz/Flughafen';'340';'2021-05-02';'09:00';'12.3';'°C';'2021-05-02 09:10:16'
2272,'11240';'Graz/Flughafen';'340';'2021-05-02';'10:00';'13.8';'°C';'2021-05-02 10:10:22'
2273,'11240';'Graz/Flughafen';'340';'2021-05-02';'11:00';'13.9';'°C';'2021-05-02 11:10:15'
2274,'11240';'Graz/Flughafen';'340';'2021-05-02';'12:00';'14.6';'°C';'2021-05-02 12:10:12'
2275,'11240';'Graz/Flughafen';'340';'2021-05-02';'13:00';'15.5';'°C';'2021-05-02 13:10:14'
2276,'11240';'Graz/Flughafen';'340';'2021-05-02';'14:00';'16.3';'°C';'2021-05-02 14:10:09'
2277,'11240';'Graz/Flughafen';'340';'2021-05-02';'15:00';'15.8';'°C';'2021-05-02 15:10:12'
2278,'11240';'Graz/Flughafen';'340';'2021-05-02';'16:00';'15.1';'°C';'2021-05-02 16:10:18'
2279,'11240';'Graz/Flughafen';'340';'2021-05-02';'17:00';'13.7';'°C';'2021-05-02 17:10:14'
2280,'11240';'Graz/Flughafen';'340';'2021-05-02';'18:00';'12.4';'°C';'2021-05-02 18:10:09'
2281,'11240';'Graz/Flughafen';'340';'2021-05-02';'19:00';'11.4';'°C';'2021-05-02 19:10:12'
2282,'11240';'Graz/Flughafen';'340';'2021-05-02';'20:00';'10.7';'°C';'2021-05-02 20:10:13'
2283,'11240';'Graz/Flughafen';'340';'2021-05-02';'21:00';'10.0';'°C';'2021-05-02 21:10:08'
2284,'11240';'Graz/Flughafen';'340';'2021-05-02';'22:00';'9.7';'°C';'2021-05-02 22:10:09'
2285,'11240';'Graz/Flughafen';'340';'2021-05-02';'23:00';'9.3';'°C';'2021-05-02 23:10:11'
2286,'11240';'Graz/Flughafen';'340';'2021-05-03';'00:00';'9.1';'°C';'2021-05-03 00:10:15'
2287,'11240';'Graz/Flughafen';'340';'2021-05-03';'01:00';'8.6';'°C';'2021-05-03 01:10:11'
2288,'11240';'Graz/Flughafen';'340';'2021-05-03';'02:00';'8.6';'°C';'2021-05-03 02:10:14'
2289,'11240';'Graz/Flughafen';'340';'2021-05-03';'03:00';'8.4';'°C';'2021-05-03 03:10:12'
2290,'11240';'Graz/Flughafen';'340';'2021-05-03';'04:00';'8.0';'°C';'2021-05-03 04:10:09'
2291,'11240';'Graz/Flughafen';'340';'2021-05-03';'05:00';'7.8';'°C';'2021-05-03 05:10:09'
2292,'11240';'Graz/Flughafen';'340';'2021-05-03';'06:00';'6.8';'°C';'2021-05-03 06:10:09'
2293,'11240';'Graz/Flughafen';'340';'2021-05-03';'07:00';'7.7';'°C';'2021-05-03 07:10:11'
2294,'11240';'Graz/Flughafen';'340';'2021-05-03';'08:00';'8.3';'°C';'2021-05-03 08:10:19'
2295,'11240';'Graz/Flughafen';'340';'2021-05-03';'09:00';'9.6';'°C';'2021-05-03 09:10:09'
2296,'11240';'Graz/Flughafen';'340';'2021-05-03';'10:00';'11.5';'°C';'2021-05-03 10:10:10'
2297,'11240';'Graz/Flughafen';'340';'2021-05-03';'11:00';'12.1';'°C';'2021-05-03 11:10:15'
2298,'11240';'Graz/Flughafen';'340';'2021-05-03';'12:00';'13.2';'°C';'2021-05-03 12:10:15'
2299,'11240';'Graz/Flughafen';'340';'2021-05-03';'13:00';'12.8';'°C';'2021-05-03 13:10:13'
2300,'11240';'Graz/Flughafen';'340';'2021-05-03';'14:00';'13.2';'°C';'2021-05-03 14:10:11'
2301,'11240';'Graz/Flughafen';'340';'2021-05-03';'15:00';'14.5';'°C';'2021-05-03 15:10:09'
2302,'11240';'Graz/Flughafen';'340';'2021-05-03';'16:00';'null';'°C';'2021-05-03 16:10:10'
2303,'11240';'Graz/Flughafen';'340';'2021-05-03';'17:00';'14.4';'°C';'2021-05-03 17:10:10'
2304,'11240';'Graz/Flughafen';'340';'2021-05-03';'18:00';'14.2';'°C';'2021-05-03 18:10:09'
2305,'11240';'Graz/Flughafen';'340';'2021-05-03';'19:00';'13.5';'°C';'2021-05-03 19:10:09'
2306,'11240';'Graz/Flughafen';'340';'2021-05-03';'20:00';'11.0';'°C';'2021-05-03 20:10:13'
2307,'11240';'Graz/Flughafen';'340';'2021-05-03';'21:00';'9.0';'°C';'2021-05-03 21:10:09'
2308,'11240';'Graz/Flughafen';'340';'2021-05-03';'22:00';'8.5';'°C';'2021-05-03 22:10:10'
2309,'11240';'Graz/Flughafen';'340';'2021-05-03';'23:00';'6.7';'°C';'2021-05-03 23:10:09'
2310,'11240';'Graz/Flughafen';'340';'2021-05-04';'00:00';'7.3';'°C';'2021-05-04 00:10:11'
2311,'11240';'Graz/Flughafen';'340';'2021-05-04';'01:00';'5.9';'°C';'2021-05-04 01:10:09'
2312,'11240';'Graz/Flughafen';'340';'2021-05-04';'02:00';'4.9';'°C';'2021-05-04 02:10:09'
2313,'11240';'Graz/Flughafen';'340';'2021-05-04';'03:00';'4.4';'°C';'2021-05-04 03:10:10'
2314,'11240';'Graz/Flughafen';'340';'2021-05-04';'04:00';'3.3';'°C';'2021-05-04 04:10:12'
2315,'11240';'Graz/Flughafen';'340';'2021-05-04';'05:00';'2.7';'°C';'2021-05-04 05:10:18'
2316,'11240';'Graz/Flughafen';'340';'2021-05-04';'06:00';'2.2';'°C';'2021-05-04 06:10:09'
2317,'11240';'Graz/Flughafen';'340';'2021-05-04';'07:00';'3.8';'°C';'2021-05-04 07:10:11'
2318,'11240';'Graz/Flughafen';'340';'2021-05-04';'08:00';'7.3';'°C';'2021-05-04 08:10:08'
2319,'11240';'Graz/Flughafen';'340';'2021-05-04';'09:00';'9.4';'°C';'2021-05-04 09:10:12'
2320,'11240';'Graz/Flughafen';'340';'2021-05-04';'10:00';'11.2';'°C';'2021-05-04 10:10:09'
2321,'11240';'Graz/Flughafen';'340';'2021-05-04';'11:00';'12.8';'°C';'2021-05-04 11:10:17'
2322,'11240';'Graz/Flughafen';'340';'2021-05-04';'12:00';'14.7';'°C';'2021-05-04 12:10:09'
2323,'11240';'Graz/Flughafen';'340';'2021-05-04';'13:00';'16.4';'°C';'2021-05-04 13:10:11'
2324,'11240';'Graz/Flughafen';'340';'2021-05-04';'14:00';'18.0';'°C';'2021-05-04 14:10:16'
2325,'11240';'Graz/Flughafen';'340';'2021-05-04';'15:00';'19.1';'°C';'2021-05-04 15:10:09'
2326,'11240';'Graz/Flughafen';'340';'2021-05-04';'16:00';'19.9';'°C';'2021-05-04 16:10:10'
2327,'11240';'Graz/Flughafen';'340';'2021-05-04';'17:00';'20.0';'°C';'2021-05-04 17:10:09'
2328,'11240';'Graz/Flughafen';'340';'2021-05-04';'18:00';'19.1';'°C';'2021-05-04 18:10:10'
2329,'11240';'Graz/Flughafen';'340';'2021-05-04';'19:00';'18.3';'°C';'2021-05-04 19:10:11'
2330,'11240';'Graz/Flughafen';'340';'2021-05-04';'20:00';'16.5';'°C';'2021-05-04 20:10:09'
2331,'11240';'Graz/Flughafen';'340';'2021-05-04';'21:00';'14.7';'°C';'2021-05-04 21:10:15'
2332,'11240';'Graz/Flughafen';'340';'2021-05-04';'22:00';'12.2';'°C';'2021-05-04 22:10:10'
2333,'11240';'Graz/Flughafen';'340';'2021-05-04';'23:00';'11.0';'°C';'2021-05-04 23:10:18'
2334,'11240';'Graz/Flughafen';'340';'2021-05-05';'00:00';'10.1';'°C';'2021-05-05 00:10:09'
2335,'11240';'Graz/Flughafen';'340';'2021-05-05';'01:00';'9.9';'°C';'2021-05-05 01:10:11'
2336,'11240';'Graz/Flughafen';'340';'2021-05-05';'02:00';'9.1';'°C';'2021-05-05 02:10:11'
2337,'11240';'Graz/Flughafen';'340';'2021-05-05';'03:00';'8.7';'°C';'2021-05-05 03:10:09'
2338,'11240';'Graz/Flughafen';'340';'2021-05-05';'04:00';'8.9';'°C';'2021-05-05 04:10:11'
2339,'11240';'Graz/Flughafen';'340';'2021-05-05';'05:00';'8.9';'°C';'2021-05-05 05:10:26'
2340,'11240';'Graz/Flughafen';'340';'2021-05-05';'06:00';'8.6';'°C';'2021-05-05 06:10:16'
2341,'11240';'Graz/Flughafen';'340';'2021-05-05';'07:00';'10.8';'°C';'2021-05-05 07:10:21'
2342,'11240';'Graz/Flughafen';'340';'2021-05-05';'08:00';'13.4';'°C';'2021-05-05 08:10:14'
2343,'11240';'Graz/Flughafen';'340';'2021-05-05';'09:00';'14.6';'°C';'2021-05-05 09:10:19'
2344,'11240';'Graz/Flughafen';'340';'2021-05-05';'10:00';'16.3';'°C';'2021-05-05 10:10:09'
2345,'11240';'Graz/Flughafen';'340';'2021-05-05';'11:00';'18.9';'°C';'2021-05-05 11:10:09'
2346,'11240';'Graz/Flughafen';'340';'2021-05-05';'12:00';'19.7';'°C';'2021-05-05 12:10:09'
2347,'11240';'Graz/Flughafen';'340';'2021-05-05';'13:00';'20.0';'°C';'2021-05-05 13:10:09'
2348,'11240';'Graz/Flughafen';'340';'2021-05-05';'14:00';'20.1';'°C';'2021-05-05 14:10:13'
2349,'11240';'Graz/Flughafen';'340';'2021-05-05';'15:00';'20.8';'°C';'2021-05-05 15:10:09'
2350,'11240';'Graz/Flughafen';'340';'2021-05-05';'16:00';'18.3';'°C';'2021-05-05 16:10:13'
2351,'11240';'Graz/Flughafen';'340';'2021-05-05';'17:00';'16.3';'°C';'2021-05-05 17:10:10'
2352,'11240';'Graz/Flughafen';'340';'2021-05-05';'18:00';'8.5';'°C';'2021-05-05 18:10:10'
2353,'11240';'Graz/Flughafen';'340';'2021-05-05';'19:00';'8.6';'°C';'2021-05-05 19:10:11'
2354,'11240';'Graz/Flughafen';'340';'2021-05-05';'20:00';'8.5';'°C';'2021-05-05 20:10:10'
2355,'11240';'Graz/Flughafen';'340';'2021-05-05';'21:00';'8.3';'°C';'2021-05-05 21:10:14'
2356,'11240';'Graz/Flughafen';'340';'2021-05-05';'22:00';'8.5';'°C';'2021-05-05 22:10:10'
2357,'11240';'Graz/Flughafen';'340';'2021-05-05';'23:00';'7.9';'°C';'2021-05-05 23:10:09'
2358,'11240';'Graz/Flughafen';'340';'2021-05-06';'00:00';'7.9';'°C';'2021-05-06 00:10:11'
2359,'11240';'Graz/Flughafen';'340';'2021-05-06';'01:00';'7.5';'°C';'2021-05-06 01:10:09'
2360,'11240';'Graz/Flughafen';'340';'2021-05-06';'02:00';'7.4';'°C';'2021-05-06 02:10:11'
2361,'11240';'Graz/Flughafen';'340';'2021-05-06';'03:00';'7.1';'°C';'2021-05-06 03:10:09'
2362,'11240';'Graz/Flughafen';'340';'2021-05-06';'04:00';'7.0';'°C';'2021-05-06 04:10:11'
2363,'11240';'Graz/Flughafen';'340';'2021-05-06';'05:00';'6.4';'°C';'2021-05-06 05:10:09'
2364,'11240';'Graz/Flughafen';'340';'2021-05-06';'06:00';'5.9';'°C';'2021-05-06 06:10:09'
2365,'11240';'Graz/Flughafen';'340';'2021-05-06';'07:00';'6.1';'°C';'2021-05-06 07:10:11'
2366,'11240';'Graz/Flughafen';'340';'2021-05-06';'08:00';'7.0';'°C';'2021-05-06 08:10:14'
2367,'11240';'Graz/Flughafen';'340';'2021-05-06';'09:00';'8.1';'°C';'2021-05-06 09:10:13'
2368,'11240';'Graz/Flughafen';'340';'2021-05-06';'10:00';'8.5';'°C';'2021-05-06 10:10:10'
2369,'11240';'Graz/Flughafen';'340';'2021-05-06';'11:00';'8.5';'°C';'2021-05-06 11:10:08'
2370,'11240';'Graz/Flughafen';'340';'2021-05-06';'12:00';'9.2';'°C';'2021-05-06 12:10:14'
2371,'11240';'Graz/Flughafen';'340';'2021-05-06';'13:00';'9.4';'°C';'2021-05-06 13:10:11'
2372,'11240';'Graz/Flughafen';'340';'2021-05-06';'14:00';'9.9';'°C';'2021-05-06 14:10:11'
2373,'11240';'Graz/Flughafen';'340';'2021-05-06';'15:00';'10.9';'°C';'2021-05-06 15:10:14'
2374,'11240';'Graz/Flughafen';'340';'2021-05-06';'16:00';'11.1';'°C';'2021-05-06 16:10:09'
2375,'11240';'Graz/Flughafen';'340';'2021-05-06';'17:00';'11.0';'°C';'2021-05-06 17:10:10'
2376,'11240';'Graz/Flughafen';'340';'2021-05-06';'18:00';'10.9';'°C';'2021-05-06 18:10:10'
2377,'11240';'Graz/Flughafen';'340';'2021-05-06';'19:00';'10.2';'°C';'2021-05-06 19:10:12'
2378,'11240';'Graz/Flughafen';'340';'2021-05-06';'20:00';'9.2';'°C';'2021-05-06 20:10:15'
2379,'11240';'Graz/Flughafen';'340';'2021-05-06';'21:00';'8.0';'°C';'2021-05-06 21:10:11'
2380,'11240';'Graz/Flughafen';'340';'2021-05-06';'22:00';'6.6';'°C';'2021-05-06 22:10:09'
2381,'11240';'Graz/Flughafen';'340';'2021-05-06';'23:00';'6.4';'°C';'2021-05-06 23:10:13'
